,Epoches,Training_Loss,Validation_Loss
0,1.0,72.73896559480384,58.37795334763964
1,2.0,51.56758747606117,57.308651091347805
2,3.0,49.037836279633325,55.14502308486385
3,4.0,48.00721852495295,53.381137723670065
4,5.0,43.42569968223197,46.28404867523241
5,6.0,42.90072961859754,42.90285660071335
6,7.0,30.83024842567962,33.00024606132192
