,Epoches,Training_Loss,Validation_Loss
0,1.0,74.09632651682605,75.00692449988755
1,2.0,65.21785358582999,58.91459765168415
2,3.0,64.98478484863153,54.422320524751925
3,4.0,50.99604109553199,45.56133969968759
4,5.0,28.242630542315865,38.69931579658969
5,6.0,25.34685126070109,30.45523192423056
6,7.0,21.315531233223805,29.896686506930852
