,Epoches,Training_Loss,Validation_Loss
0,1.0,73.3715696383474,65.11643421026378
1,2.0,71.86434315259459,63.89348421524706
2,3.0,61.138885498311055,53.28031513459002
3,4.0,56.90571262528951,43.066939821541254
4,5.0,55.96582632037853,41.69182692106585
5,6.0,53.68046937162244,40.66503787143275
6,7.0,35.41667668829498,38.52847201564266
