,Epoches,Training_Loss,Validation_Loss
0,1.0,74.97656921167915,74.17946439205502
1,2.0,72.34903979471385,67.76869200401215
2,3.0,67.56846453548529,62.450416639111694
3,4.0,54.424194061848645,57.354454875985304
4,5.0,46.52285700243334,55.59855848984736
5,6.0,44.066722616808725,45.56568287953504
6,7.0,41.03758561740937,42.515349884671025
